Date,S&P500,Bond Rate
1/12/2009,870.26,0.08
1/9/2009,890.35,0.1
1/8/2009,909.73,0.13
1/7/2009,906.65,0.085
1/6/2009,934.70,0.085
1/5/2009,927.45,0.115
1/2/2009,931.80,0.09
12/31/2008,903.25,0.01
12/30/2008,890.64,0.005
12/29/2008,869.42,0.005
12/26/2008,872.80,0.005
12/24/2008,868.15,0.005
12/23/2008,863.16,0.005
12/22/2008,871.63,0.005
12/19/2008,887.88,0.005
12/18/2008,885.28,0.025
12/17/2008,904.42,0.005
12/16/2008,913.18,0.01
12/15/2008,868.57,0.01
12/12/2008,879.73,0.005
12/11/2008,873.59,0.01
12/10/2008,899.24,0.005
12/9/2008,888.67,0.01
12/8/2008,909.70,0.005
12/5/2008,876.07,0.015
12/4/2008,845.22,0.05
12/3/2008,870.74,0.01
12/2/2008,848.81,0.02
12/1/2008,816.21,0.03
11/28/2008,896.24,0.1
11/26/2008,887.68,0.01
11/25/2008,857.39,0.01
11/24/2008,851.81,0.005
11/21/2008,800.03,0.065
11/20/2008,752.44,0.11
11/19/2008,806.58,0.09
11/18/2008,859.12,0.13
11/17/2008,850.75,0.19
11/14/2008,873.29,0.14
11/13/2008,911.29,0.195
11/12/2008,852.30,0.2
11/11/2008,898.95,0.29
11/10/2008,919.21,0.315
11/7/2008,930.99,0.38
11/6/2008,904.88,0.465
11/5/2008,952.77,0.42
11/4/2008,1005.75,0.435
11/3/2008,966.30,0.375
10/31/2008,968.75,0.565
10/30/2008,954.09,0.75
10/29/2008,930.09,0.73
10/28/2008,940.51,0.82
10/27/2008,848.92,0.91
10/24/2008,876.77,1.01
10/23/2008,908.11,1.095
10/22/2008,896.78,1.02
10/21/2008,955.05,0.78
10/20/2008,985.40,0.435
10/17/2008,940.55,0.2
10/16/2008,946.43,0.235
10/15/2008,907.84,0.21
10/14/2008,998.01,0.21
10/13/2008,1003.35,0.58
10/10/2008,899.22,0.64
10/9/2008,909.92,0.785
10/8/2008,984.94,0.41
10/7/2008,996.23,0.47
10/6/2008,1056.89,0.59
10/3/2008,1099.23,0.8
10/2/2008,1114.28,0.9
10/1/2008,1161.06,0.45
9/30/2008,1166.36,0.83
9/29/2008,1106.42,0.71
9/26/2008,1213.27,0.44
9/25/2008,1209.18,0.8
9/24/2008,1185.87,0.875
9/23/2008,1188.22,0.92
9/22/2008,1207.09,0.07
9/19/2008,1255.08,0.02
9/18/2008,1206.51,0.86
9/17/2008,1156.39,0.81
9/16/2008,1213.60,1.46
9/15/2008,1192.70,1.58
9/12/2008,1251.70,1.62
9/11/2008,1249.05,1.64
9/10/2008,1232.04,1.67
9/9/2008,1224.51,1.64
9/8/2008,1267.79,1.65
9/5/2008,1242.31,1.665
9/4/2008,1236.83,1.65
9/3/2008,1274.98,1.69
9/2/2008,1277.58,1.7
8/29/2008,1282.83,1.64
8/28/2008,1300.68,1.675
8/27/2008,1281.66,1.645
8/26/2008,1271.51,1.665
8/25/2008,1266.84,1.685
8/22/2008,1292.20,1.67
8/21/2008,1277.72,1.765
8/20/2008,1274.54,1.74
8/19/2008,1266.69,1.8
8/18/2008,1278.60,1.83
8/15/2008,1298.20,1.815
8/14/2008,1292.93,1.825
8/13/2008,1285.83,1.77
8/12/2008,1289.59,1.665
8/11/2008,1305.32,1.63
8/8/2008,1296.32,1.6
8/7/2008,1266.07,1.71
8/6/2008,1289.19,1.66
8/5/2008,1284.88,1.63
8/4/2008,1249.01,1.635
8/1/2008,1260.31,1.67
7/31/2008,1267.38,1.68
7/30/2008,1284.26,1.665
7/29/2008,1263.20,1.69
7/28/2008,1234.37,1.61
7/25/2008,1257.76,1.545
7/24/2008,1252.54,1.5
7/23/2008,1282.19,1.38
7/22/2008,1277.00,1.42
7/21/2008,1260.00,1.39
7/18/2008,1260.68,1.345
7/17/2008,1260.32,1.375
7/16/2008,1245.36,1.425
7/15/2008,1214.91,1.57
7/14/2008,1228.30,1.63
7/11/2008,1239.49,1.79
7/10/2008,1253.39,1.82
7/9/2008,1244.69,1.775
7/8/2008,1273.70,1.81
7/7/2008,1252.31,1.79
7/3/2008,1262.90,1.825
7/2/2008,1261.52,1.705
7/1/2008,1284.91,1.63
6/30/2008,1280.00,1.68
6/27/2008,1278.38,1.76
6/26/2008,1283.15,1.795
6/25/2008,1321.97,1.85
6/24/2008,1314.29,1.8
6/23/2008,1318.00,1.86
6/20/2008,1317.93,1.88
6/19/2008,1342.83,1.955
6/18/2008,1337.81,1.94
6/17/2008,1350.93,1.93
6/16/2008,1360.14,1.95
6/13/2008,1360.03,1.905
6/12/2008,1339.87,1.97
6/11/2008,1335.49,1.85
6/10/2008,1358.44,1.8
6/9/2008,1361.76,1.81
6/6/2008,1360.68,1.805
6/5/2008,1404.05,1.81
6/4/2008,1377.20,1.79
6/3/2008,1377.65,1.85
6/2/2008,1385.67,1.865
5/30/2008,1400.38,1.855
5/29/2008,1398.26,1.85
5/28/2008,1390.84,1.8
5/27/2008,1385.35,1.825
5/23/2008,1375.93,1.81
5/22/2008,1394.35,1.825
5/21/2008,1390.71,1.805
5/20/2008,1413.40,1.8
5/19/2008,1426.63,1.79
5/16/2008,1425.35,1.785
5/15/2008,1423.57,1.785
5/14/2008,1408.66,1.75
5/13/2008,1403.04,1.65
5/12/2008,1403.58,1.62
5/9/2008,1388.28,1.63
5/8/2008,1397.68,1.595
5/7/2008,1392.57,1.55
5/6/2008,1418.26,1.465
5/5/2008,1407.49,1.37
5/2/2008,1413.90,1.34
5/1/2008,1409.34,1.44
4/30/2008,1385.59,1.33
4/29/2008,1390.94,1.285
4/28/2008,1396.37,1.22
4/25/2008,1397.84,1.2
4/24/2008,1388.82,1.255
4/23/2008,1379.93,1.27
4/22/2008,1375.94,1.32
4/21/2008,1388.17,1.21
4/18/2008,1390.33,1.115
4/17/2008,1365.56,1.1
4/16/2008,1364.71,1.075
4/15/2008,1334.43,1.16
4/14/2008,1328.32,1.235
4/11/2008,1332.83,1.275
4/10/2008,1360.55,1.35
4/9/2008,1354.49,1.36
4/8/2008,1365.54,1.32
4/7/2008,1372.54,1.36
4/4/2008,1370.40,1.365
4/3/2008,1369.31,1.355
4/2/2008,1367.53,1.275
4/1/2008,1370.18,1.35
3/31/2008,1322.70,1.25
3/28/2008,1315.22,1.27
3/27/2008,1325.76,1.255
3/26/2008,1341.13,1.015
3/25/2008,1352.99,0.5
3/24/2008,1349.88,0.65
3/20/2008,1329.51,0.9
3/19/2008,1298.42,0.99
3/18/2008,1330.74,1.12
3/17/2008,1276.60,1.3
3/14/2008,1288.14,1.44
3/13/2008,1315.48,1.44
3/12/2008,1308.77,1.3
3/11/2008,1320.65,1.4
3/10/2008,1273.37,1.365
3/7/2008,1293.37,1.48
3/6/2008,1304.34,1.595
3/5/2008,1333.70,1.635
3/4/2008,1326.75,1.785
3/3/2008,1331.34,1.855
2/29/2008,1330.63,1.93
2/28/2008,1367.68,2.075
2/27/2008,1380.02,2.11
2/26/2008,1381.29,2.14
2/25/2008,1371.80,2.14
2/22/2008,1353.11,2.175
2/21/2008,1342.53,2.17
2/20/2008,1360.03,2.13
2/19/2008,1348.78,2.22
2/15/2008,1349.99,2.21
2/14/2008,1348.86,2.25
2/13/2008,1367.21,2.19
2/12/2008,1348.86,2.16
2/11/2008,1339.13,2.1
2/8/2008,1331.29,2.04
2/7/2008,1336.91,2.145
2/6/2008,1326.45,2.17
2/5/2008,1336.64,2.05
2/4/2008,1380.82,1.87
2/1/2008,1395.42,2.14
1/31/2008,1378.55,2.205
1/30/2008,1355.81,2.215
1/29/2008,1362.30,2.22
1/28/2008,1353.96,2.3
1/25/2008,1330.61,2.11
1/24/2008,1352.07,2.23
1/23/2008,1338.60,2.79
1/22/2008,1310.50,2.98
1/18/2008,1325.19,3.04
1/17/2008,1333.25,3.085
1/16/2008,1373.20,3.085
1/15/2008,1380.95,3.01
1/14/2008,1416.25,3.13
1/11/2008,1401.02,3.11
1/10/2008,1420.33,3.16
1/9/2008,1409.13,3.165
1/8/2008,1390.19,3.115
1/7/2008,1416.18,3.15
1/4/2008,1411.63,3.17
1/3/2008,1447.16,3.14
1/2/2008,1447.16,3.08
12/31/2007,1468.36,3.075
12/28/2007,1478.49,3.225
12/27/2007,1476.27,3.2
12/26/2007,1497.66,2.9
12/24/2007,1496.45,2.805
12/21/2007,1484.46,2.835
12/20/2007,1460.12,2.97
12/19/2007,1453.00,2.93
12/18/2007,1454.98,2.795
12/17/2007,1445.90,2.78
12/14/2007,1467.95,2.81
12/13/2007,1488.41,2.87
12/12/2007,1486.59,2.97
12/11/2007,1477.65,3.02
12/10/2007,1515.96,2.96
12/7/2007,1504.66,2.98
12/6/2007,1507.34,2.98
12/5/2007,1485.01,2.96
12/4/2007,1462.79,3.07
12/3/2007,1472.42,2.885
11/30/2007,1481.14,2.96
11/29/2007,1469.72,3.075
11/28/2007,1469.02,3.055
11/27/2007,1428.23,3.14
11/26/2007,1407.22,3.04
11/23/2007,1440.70,3.16
11/21/2007,1416.77,3.275
11/20/2007,1439.70,3.29
11/19/2007,1433.27,3.19
11/16/2007,1458.74,3.315
11/15/2007,1451.15,3.36
11/14/2007,1470.58,3.18
11/13/2007,1481.05,3.17
11/12/2007,1439.18,3.28
11/9/2007,1453.70,3.36
11/8/2007,1474.77,3.63
11/7/2007,1475.62,3.58
11/6/2007,1520.27,3.5
11/5/2007,1502.17,3.705
11/2/2007,1509.65,3.82
11/1/2007,1508.44,3.85
10/31/2007,1549.38,3.86
10/30/2007,1531.02,3.84
10/29/2007,1540.98,3.82
10/26/2007,1535.28,3.71
10/25/2007,1514.40,3.86
10/24/2007,1515.88,3.86
10/23/2007,1519.59,3.74
10/22/2007,1506.33,3.64
10/19/2007,1500.63,3.89
10/18/2007,1540.08,4.125
10/17/2007,1541.24,4.16
10/16/2007,1538.53,4.08
10/15/2007,1548.71,4.005
10/12/2007,1561.80,3.935
10/11/2007,1554.41,3.91
10/10/2007,1562.47,3.865
10/9/2007,1565.15,3.87
10/8/2007,1552.58,3.835
10/5/2007,1557.59,3.84
10/4/2007,1542.84,3.85
10/3/2007,1539.59,3.795
10/2/2007,1546.63,3.7
10/1/2007,1547.04,3.6
9/28/2007,1526.75,3.625
9/27/2007,1531.38,3.69
9/26/2007,1525.42,3.67
9/25/2007,1517.21,3.62
9/24/2007,1517.73,3.67
9/21/2007,1525.75,3.81
9/20/2007,1518.75,3.86
9/19/2007,1529.03,3.99
9/18/2007,1519.78,3.88
9/17/2007,1476.65,3.95
9/14/2007,1484.25,3.9
9/13/2007,1483.95,3.99
9/12/2007,1471.56,3.87
9/11/2007,1471.49,3.94
9/10/2007,1451.70,4.16
9/7/2007,1453.55,4.22
9/6/2007,1478.55,4.28
9/5/2007,1472.29,3.99
9/4/2007,1489.42,3.73
8/31/2007,1473.99,3.85
8/30/2007,1457.64,4.27
8/29/2007,1463.76,4.38
8/28/2007,1432.36,4.08
8/27/2007,1466.79,3.71
8/24/2007,1479.37,3.565
8/23/2007,1462.50,3.42
8/22/2007,1464.07,2.95
8/21/2007,1447.12,3.62
8/20/2007,1445.55,3.7
8/17/2007,1445.94,4.13
8/16/2007,1411.27,4.5
8/15/2007,1406.70,4.53
8/14/2007,1426.54,4.415
8/13/2007,1452.92,4.72
8/10/2007,1453.64,4.805
8/9/2007,1453.09,4.785
8/8/2007,1497.49,4.715
8/7/2007,1476.71,4.7
8/6/2007,1467.67,4.745
8/3/2007,1433.06,4.74
8/2/2007,1472.20,4.81
8/1/2007,1465.81,4.72
7/31/2007,1455.27,4.705
7/30/2007,1473.91,4.77
7/27/2007,1458.95,4.835
7/26/2007,1482.66,4.875
7/25/2007,1518.09,4.855
7/24/2007,1511.04,4.825
7/23/2007,1541.57,4.83
7/20/2007,1534.10,4.815
7/19/2007,1553.08,4.81
7/18/2007,1546.17,4.79
7/17/2007,1549.37,4.82
7/16/2007,1549.52,4.815
7/13/2007,1552.50,4.805
7/12/2007,1547.70,4.805
7/11/2007,1518.76,4.785
7/10/2007,1510.12,4.79
7/9/2007,1531.85,4.81
7/6/2007,1530.44,4.815
7/5/2007,1525.40,4.73
7/3/2007,1524.87,4.67
7/2/2007,1519.43,4.64
6/29/2007,1503.35,4.635
6/28/2007,1505.71,4.675
6/27/2007,1506.34,4.64
6/26/2007,1492.89,4.585
6/25/2007,1497.74,4.56
6/22/2007,1502.56,4.6
6/21/2007,1522.19,4.515
6/20/2007,1512.84,4.41
6/19/2007,1533.70,4.43
6/18/2007,1531.05,4.51
6/15/2007,1532.91,4.515
6/14/2007,1522.97,4.59
6/13/2007,1515.67,4.59
6/12/2007,1493.00,4.63
6/11/2007,1509.12,4.66
6/8/2007,1507.67,4.655
6/7/2007,1490.72,4.69
6/6/2007,1517.38,4.625
6/5/2007,1530.95,4.655
6/4/2007,1539.18,4.59
6/1/2007,1536.34,4.705
5/31/2007,1530.62,4.685
5/30/2007,1530.23,4.74
5/29/2007,1518.11,4.765
5/25/2007,1515.73,4.765
5/24/2007,1507.51,4.775
5/23/2007,1522.28,4.71
5/22/2007,1524.12,4.685
5/21/2007,1525.10,4.66
5/18/2007,1522.75,4.61
5/17/2007,1512.75,4.69
5/16/2007,1514.14,4.7
5/15/2007,1501.19,4.715
5/14/2007,1503.15,4.72
5/11/2007,1505.85,4.73
5/10/2007,1491.47,4.755
5/9/2007,1512.58,4.73
5/8/2007,1507.72,4.75
5/7/2007,1509.48,4.75
5/4/2007,1505.62,4.755
5/3/2007,1502.39,4.755
5/2/2007,1495.92,4.725
5/1/2007,1486.30,4.795
4/30/2007,1482.37,4.8
4/27/2007,1494.07,4.82
4/26/2007,1494.25,4.835
4/25/2007,1495.42,4.84
4/24/2007,1480.41,4.835
4/23/2007,1480.93,4.845
4/20/2007,1484.35,4.85
4/19/2007,1470.73,4.86
4/18/2007,1472.50,4.865
4/17/2007,1471.48,4.87
4/16/2007,1468.33,4.885
4/13/2007,1452.85,4.885
4/12/2007,1447.80,4.88
4/11/2007,1438.87,4.885
4/10/2007,1448.39,4.895
4/9/2007,1444.61,4.905
4/5/2007,1443.76,4.905
4/4/2007,1439.37,4.905
4/3/2007,1437.77,4.895
4/2/2007,1424.55,4.905
3/30/2007,1420.86,4.91
3/29/2007,1422.53,4.92
3/28/2007,1417.23,4.93
3/27/2007,1428.61,4.925
3/26/2007,1437.50,4.92
3/23/2007,1436.11,4.91
3/22/2007,1434.54,4.91
3/21/2007,1435.04,4.895
3/20/2007,1410.94,4.885
3/19/2007,1402.06,4.895
3/16/2007,1386.95,4.915
3/15/2007,1392.28,4.935
3/14/2007,1387.17,4.95
3/13/2007,1377.95,4.95
3/12/2007,1406.60,4.945
3/9/2007,1402.84,4.955
3/8/2007,1401.89,4.975
3/7/2007,1391.97,4.96
3/6/2007,1395.41,4.97
3/5/2007,1374.12,4.99
3/2/2007,1387.17,4.995
3/1/2007,1403.17,4.99
2/28/2007,1406.82,5.045
2/27/2007,1399.04,5.04
2/26/2007,1449.37,5.045
2/23/2007,1451.19,5.035
2/22/2007,1456.38,5.035
2/21/2007,1457.63,5.03
2/20/2007,1459.68,5.02
2/16/2007,1455.54,5.01
2/15/2007,1456.81,5.025
2/14/2007,1455.30,5.02
2/13/2007,1444.26,5.015
2/12/2007,1433.37,5.015
2/9/2007,1438.06,5.01
2/8/2007,1448.31,5.01
2/7/2007,1450.02,4.995
2/6/2007,1448.00,5
2/5/2007,1446.99,4.99
2/2/2007,1448.39,4.975
2/1/2007,1445.94,4.995
1/31/2007,1438.24,4.995
1/30/2007,1428.82,4.995
1/29/2007,1420.62,5
1/26/2007,1422.18,4.99
1/25/2007,1423.90,5.005
1/24/2007,1440.13,4.99
1/23/2007,1427.99,5
1/22/2007,1422.95,4.98
1/19/2007,1430.50,4.98
1/18/2007,1426.37,4.955
1/17/2007,1430.62,4.955
1/16/2007,1431.90,4.965
1/12/2007,1430.73,4.95
1/11/2007,1423.82,4.945
1/10/2007,1414.85,4.91
1/9/2007,1412.11,4.91
1/8/2007,1412.84,4.9
